sample	TCGA-BT-A20R-11	TCGA-GD-A3OP-11	TCGA-BT-A20U-11	TCGA-K4-A3WV-11	TCGA-CU-A0YN-11	TCGA-BL-A13J-11	TCGA-K4-A54R-11	TCGA-BT-A20N-11	TCGA-GD-A3OQ-11	TCGA-BT-A2LB-11	TCGA-BT-A20W-11	TCGA-CU-A0YR-11	TCGA-BT-A2LA-11	TCGA-K4-A5RI-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-BT-A20Q-11	TCGA-GC-A3BM-11
GSDMD	-0.467881935	0.943718065	-0.594681935	0.576418065	-0.177081935	-1.221981935	0.052918065	-0.826281935	-0.025781935	-0.340981935	-0.121781935	-0.363881935	0.813718065	1.168918065	0.268318065	2.327818065	0.531118065	-0.945481935	0.379518065
UPK1B	0.479909387	7.133309387	7.616409387	9.052909387	-0.056190613	-2.168390613	9.790909387	-2.058690613	9.865809387	2.586609387	6.711409387	6.847109387	10.30420939	7.482709387	7.371109387	7.279409387	10.64740939	-1.497290613	8.484109387
DLGAP5	-6.024146391	-2.587146391	1.080353609	-5.520646391	1.762353609	-5.845746391	-4.779846391	-6.246446391	-3.490646391	1.056153609	1.940053609	-1.531646391	-0.960446391	-0.532046391	-1.850046391	1.009253609	0.681353609	-4.715746391	-1.743246391
PLK3	1.512336535	2.544936535	0.668236535	0.514536535	-0.870363465	-0.212363465	3.630836535	0.846936535	0.947536535	3.053436535	1.081836535	0.870436535	3.522936535	1.685436535	1.667036535	1.418536535	1.957736535	-0.615063465	3.748736535
PLK2	-1.010463956	1.557536044	1.119336044	-0.234863956	-1.356063956	-2.251963956	2.096936044	-0.691163956	1.649836044	2.212536044	1.514936044	0.468236044	1.303336044	0.421936044	0.459536044	0.573436044	1.224636044	-2.054663956	1.430436044
OIP5	-3.012176972	-2.235576972	0.865223028	-3.888276972	1.088423028	-4.018376972	-5.702176972	-3.091176972	-2.707976972	-0.027676972	0.321923028	-2.262976972	-0.828576972	-1.195776972	-2.521976972	0.761323028	0.850123028	-3.977176972	-3.466076972
FBXL19	-1.281820016	0.710279984	0.497479984	0.308179984	-0.893620016	-1.189420016	0.319179984	-0.796420016	-0.080620016	0.333679984	-0.080320016	-1.081820016	1.456979984	-0.032320016	-0.208620016	0.821179984	1.127379984	-0.481120016	0.043679984
BRD9	-0.227866648	0.198633352	-0.512466648	0.320233352	-0.352966648	0.097633352	0.458533352	-0.031566648	0.016633352	0.108233352	-0.262066648	0.060133352	0.056933352	0.231233352	0.139533352	1.307333352	-0.067966648	0.151033352	0.338933352
TGFBR3	4.355984464	1.239084464	1.075984464	2.125984464	3.580784464	4.106884464	3.034584464	3.671184464	3.112684464	1.410784464	3.170284464	3.812884464	2.407084464	3.117684464	3.075684464	1.209084464	2.725184464	3.691584464	3.339684464
DNAJA4	-0.273821529	2.100778471	1.250278471	1.719978471	-0.986421529	-0.970721529	2.521378471	1.109378471	1.766078471	1.156878471	0.797078471	-0.408921529	2.028078471	0.303078471	0.605878471	-0.045721529	2.104478471	0.117578471	1.988678471
LYAR	0.568971042	-0.383028958	0.414671042	-0.599428958	-0.201928958	0.247571042	0.921771042	0.171371042	-0.844628958	1.205371042	0.384471042	-0.376328958	0.271471042	0.333771042	-0.104028958	1.063271042	-0.046128958	0.201971042	-0.178028958
C8orf30A	-1.946097066	-1.340497066	-0.091997066	-0.515697066	-1.259697066	-1.130497066	-2.259697066	-1.205897066	-0.954697066	-1.634297066	-0.911897066	-0.976797066	-1.173597066	-0.524697066	-1.243397066	0.602702934	-0.840197066	-1.125897066	-1.645297066
C16orf74	-2.415495334	3.411904666	3.358704666	3.822404666	-0.661995334	-2.333995334	3.129504666	-1.906495334	3.030604666	2.291204666	2.000904666	1.121404666	4.617404666	3.231504666	1.424904666	3.822804666	2.592804666	-4.166095334	3.488104666
C16orf75	-5.300482481	-0.363782481	0.142017519	0.418717519	0.360817519	-2.422282481	-1.317682481	-2.952782481	-0.032382481	-0.312782481	0.436017519	-1.122582481	1.790317519	-0.794782481	-1.382982481	1.860317519	0.926417519	-2.340982481	-0.493582481
MRPL27	-0.838621171	0.236178829	0.254878829	0.258378829	-0.479921171	-0.423321171	-0.285921171	-0.803321171	-0.296621171	-0.023121171	0.034878829	-0.450321171	0.636578829	-0.136921171	-0.208521171	1.35467883	0.159778829	-0.532521171	-0.256821171
LRFN4	-1.687091744	-1.037091744	-0.923291744	-0.538591744	-0.227691744	-1.762191744	0.203708256	-0.804291744	-1.606491744	0.573908256	-0.068691744	-1.607591744	0.175508256	-0.137891744	-0.586791744	2.195208256	0.824008256	-0.735691744	-0.581791744
C16orf79	-1.872779446	0.110520554	-1.528479446	0.463820554	-2.254679446	-0.437679446	-0.003879446	-1.526279446	-0.730179446	-1.765779446	-1.018679446	-1.763379446	-1.087379446	0.551920554	0.181520554	2.272920554	-0.039879446	-1.133179446	-0.699279446
PRAP1	-1.396697409	-1.543097409	-3.311297409	0.145402591	-3.311297409	-1.627497409	-0.638597409	-1.453397409	-0.726697409	-3.311297409	2.612902591	-1.844197409	-0.356897409	0.034302591	-2.196097409	3.701602591	-1.935597409	-3.311297409	-3.311297409
HOXA6	0.666074639	1.455974639	0.833674639	0.998474639	0.706574639	1.616674639	1.167474639	1.341374639	3.223774639	-0.177025361	1.219974639	1.495874639	0.904574639	1.519174639	0.515074639	0.107474639	1.138174639	0.557474639	1.893274639
HOXA5	-0.490169481	2.438930519	1.458430519	2.146430519	-0.252569481	0.586430519	1.292530519	0.121530519	2.343730519	-0.065769481	1.104330519	0.796630519	2.270630519	2.326730519	0.951230519	-1.023869481	2.234530519	-0.176869481	1.676430519
DNAJB13	-2.511336161	1.617963839	-1.683336161	1.982663839	-2.511336161	-2.511336161	-1.029936161	-2.511336161	-1.511536161	-2.511336161	-0.836936161	-2.511336161	-0.249036161	-0.230636161	-1.396136161	0.542463839	-0.588736161	-2.511336161	-1.798736161
DNAJB11	-1.051073211	-0.285273211	-0.163273211	-0.968373211	-0.988673211	-1.444073211	-0.524573211	-0.920273211	-1.127473211	-0.001773211	-0.231873211	-1.081773211	-0.341473211	-0.125273211	-0.990573211	0.076626789	0.367926789	-1.358273211	-0.550073211
HOXA4	0.75789613	1.13069613	0.61309613	2.92359613	1.67929613	1.02769613	-0.46440387	0.91869613	0.78089613	-0.16220387	0.44789613	1.44019613	0.92859613	0.74019613	0.79529613	1.07189613	1.10479613	1.56769613	0.71309613
MSMB	-2.798187499	2.360512501	1.891412501	1.854812501	-2.798187499	-2.798187499	5.112012501	-2.798187499	2.974012501	-2.798187499	-1.395587499	-0.819587499	5.967312501	4.403112501	-2.798187499	2.456712501	2.094612501	-2.798187499	3.616512501
HOXA3	0.115487998	1.938287998	0.862987998	2.502887998	0.433887998	0.866187998	1.628187998	0.353187998	1.677587998	0.001387998	0.468487998	1.009587998	2.776887998	1.926387998	1.231787998	1.067387998	2.231587998	1.203787998	1.852587998
ENOSF1	-0.815908763	0.334891237	0.682091237	0.371491237	-1.306408763	-0.787308763	0.127891237	-0.837408763	0.525791237	-0.213908763	-0.510008763	-0.891408763	-0.776008763	0.155991237	-0.500108763	-0.074308763	-0.578908763	-0.745208763	0.776291237
HOXA2	0.48531229	2.03451229	0.79581229	1.12951229	0.70141229	0.28231229	0.73351229	-0.14408771	1.36911229	-0.40188771	-0.11188771	1.06311229	1.49401229	1.09751229	1.15121229	-0.49948771	0.65961229	0.44831229	1.21161229
CISD3	-0.528725892	0.113574108	-0.101725892	1.049274108	-0.256325892	-0.145425892	-0.145625892	-0.308525892	0.255774108	-0.526525892	-0.357925892	0.173374108	1.137074108	0.473274108	-0.117825892	1.474774108	0.443274108	-0.041725892	0.008174108
HOXA1	-2.482172946	2.280227054	1.681127054	5.771527054	-1.940272946	-0.705172946	3.588327054	-1.540972946	3.713027054	0.483327054	1.875127054	1.510027054	4.154427054	3.704627054	1.547827054	1.199527054	4.130627054	-0.187872946	2.892427054
PABPC1P2	0.370219836	-0.044680164	0.879719836	1.582619836	-0.470980164	-0.470980164	1.010419836	-0.470980164	-0.056080164	-0.470980164	-0.470980164	-0.470980164	0.411819836	-0.470980164	0.191819836	-0.470980164	1.451619836	-0.470980164	-0.470980164
ZNF581	-1.623467156	-0.604767156	-0.026067156	0.242732844	-0.349867156	-0.217467156	-0.605267156	-1.882867156	-0.955867156	-0.611467156	-0.454667156	-0.336767156	-0.343067156	0.281632844	0.066332844	1.403832844	-0.579367156	-0.801167156	-1.111467156
SGK494	-2.375006227	0.086993773	-0.006606227	0.250193773	-3.504306227	-2.924706227	0.639793773	-2.561906227	0.346993773	-0.909206227	-0.738606227	-1.490606227	-1.621206227	-0.369606227	-0.638806227	0.549593773	-0.303206227	-2.289606227	0.174193773
TMEM115	-0.669061256	0.274038744	-0.022061256	0.311638744	-0.174861256	-0.095761256	0.202238744	-0.622461256	-0.094761256	0.001738744	-0.005261256	-0.061161256	0.636238744	0.401438744	-0.045661256	0.822638744	0.383038744	-0.118961256	-0.105761256
LSM12	-0.690032197	0.135067803	0.525867803	-0.144932197	-0.388532197	-0.545532197	0.313267803	-0.228832197	-0.471332197	0.475567803	0.006667803	-0.582532197	0.397067803	-0.064032197	-0.266732197	-0.236732197	0.293267803	-0.368432197	-0.101932197
HOXA9	1.241131994	3.708331994	4.179631994	0.225031994	2.604631994	3.136531994	2.825131994	2.240831994	4.297931994	2.890731994	2.666931994	2.996931994	3.646631994	3.931231994	2.751831994	3.978131994	2.144831994	3.187431994	1.809331994
LOC84856	-0.909016473	-1.057016473	-1.726616473	1.798983527	-3.057616473	-0.101616473	-0.526816473	-0.100516473	1.574883527	-2.636016473	-1.355716473	-1.515216473	0.431383527	-0.128116473	-1.621416473	1.513483527	-1.215616473	1.209983527	0.172083527
RAET1G	0.918323925	4.245823925	5.437023925	4.042323925	0.677323925	-2.095776075	4.006623925	-0.570576075	2.953923925	5.610123925	2.596123925	1.280723925	4.458723925	2.557123925	2.384023925	-0.238476075	2.587623925	-1.935076075	3.346623925
NDC80	-2.471384027	-2.073884027	0.924715973	-3.359184027	2.066115973	-2.796084027	-4.701784027	-3.504784027	-1.947584027	-0.120984027	1.225515973	-1.560184027	-0.897284027	-0.502484027	-1.523484027	1.289115973	0.853415973	-2.649584027	-1.494384027
HOXA13	4.576799188	4.837399188	4.103899188	3.197399188	6.113999188	5.862999188	3.168999188	5.059399188	6.108299188	2.905399188	5.264899188	6.037899188	2.845299188	4.795999188	5.229299188	2.421799188	3.666499188	6.273599188	4.060599188
HOXA11	2.295987413	3.209587413	3.004387413	2.609787413	4.511087413	4.536187413	1.870087413	3.674687413	5.448287413	1.336687413	4.088687413	4.731087413	2.979987413	3.477987413	3.844687413	2.555887413	2.600187413	5.069487413	3.536887413
HOXA10	2.793220905	2.716820905	2.653920905	0.525320905	3.696320905	3.165120905	1.396320905	2.797020905	3.313820905	1.503520905	2.627520905	3.335420905	2.717220905	2.736620905	3.135320905	2.242020905	1.311520905	3.659520905	1.801320905
PPIAL4C	0.371710566	-0.556989434	1.422710566	-0.066189434	0.441810566	-0.322989434	-0.610489434	0.063210566	-0.360389434	1.344110566	1.026310566	-0.007089434	1.631710566	-0.751789434	-0.592189434	0.351710566	1.296610566	-0.368489434	-0.418489434
RAD54B	-2.739600234	-0.836900234	-1.226900234	-0.369300234	-0.350200234	-1.566000234	-1.664600234	-2.049400234	0.620199766	-1.614700234	0.602499766	-1.778900234	-0.326500234	-0.788000234	-0.796000234	-0.054300234	0.173399766	-1.689000234	-0.088900234
SRM	-0.463412961	-0.635312961	0.073087039	-0.978812961	-0.242812961	-0.335512961	-0.753812961	-0.365412961	-0.823212961	-0.326512961	-0.008112961	-0.510312961	-0.499212961	0.388587039	-0.601212961	1.085587039	-0.807912961	-0.039012961	-0.991212961
LGALS9	-1.600287327	1.505012673	-0.019587327	0.553812673	-1.255087327	-1.709787327	-0.272287327	-1.230287327	-0.514587327	-0.588087327	0.668512673	-0.615787327	1.289112673	1.269812673	0.081212673	2.259612673	1.366512673	-2.101587327	-0.694887327
SRY	-0.374321389	-0.374321389	-0.374321389	-0.374321389	-0.374321389	-0.374321389	0.301378611	-0.374321389	1.210378611	-0.374321389	0.693278611	0.747678611	1.887978611	-0.374321389	-0.374321389	-0.374321389	-0.374321389	-0.374321389	0.338278611
LGALS7	-2.547360429	5.798439571	10.66323957	-0.384060429	-2.242960429	-3.028360429	-0.355660429	-3.028360429	-2.028560429	10.72553957	-0.459960429	-3.028360429	1.800739571	-1.257760429	-1.913160429	2.010439571	-1.652660429	-1.160360429	-1.198560429
NMU	-3.830198197	1.639501803	5.717201803	-1.971798197	-3.830198197	-3.830198197	-3.154498197	-3.830198197	-1.093598197	6.502901803	0.200401803	-3.830198197	1.630501803	0.165701803	-3.830198197	4.502401803	3.745701803	-3.830198197	-2.286098197
ERCC6L	-3.868553773	-2.471753773	0.898146227	-2.002953773	1.309146227	-3.487353773	-3.254453773	-2.927353773	-1.283653773	-0.278553773	1.437746227	-2.467753773	-0.627153773	-1.332853773	-1.546853773	0.521146227	0.504546227	-4.059153773	-1.128753773
TDG	0.350373234	0.194573234	0.920073234	-0.453826766	-0.927126766	-0.844326766	0.484773234	-0.230026766	-0.005826766	0.878373234	0.456173234	-0.729226766	-0.285426766	0.052373234	-0.252826766	-0.123826766	0.363373234	-1.201726766	0.024773234
HN1	-2.905923371	0.284076629	1.285376629	-0.412923371	-1.540123371	-3.193123371	0.890476629	-2.936723371	-0.941523371	1.127076629	0.291576629	-1.950523371	1.146976629	0.113876629	-1.101123371	1.624976629	0.632576629	-3.257323371	0.429376629
EREG	1.939529036	4.587629036	4.157629036	-1.519270964	-3.112870964	-0.139170964	3.124429036	1.640729036	0.399029036	9.948829036	5.566829036	-0.786070964	1.417129036	2.190329036	2.730529036	5.177229036	3.339329036	-3.898270964	2.494729036
PLAUR	1.713428396	2.427828396	-1.623071604	-1.423771604	-1.571371604	-1.318371604	4.220628396	0.840928396	0.895628396	1.639028396	1.301628396	-0.739571604	4.104028396	1.974128396	1.436028396	1.388128396	0.722828396	-2.382771604	3.260428396
TBX2	0.825171112	0.782971112	-0.677528888	3.863071112	1.606171112	1.134171112	1.998571112	1.877671112	2.709671112	0.131871112	2.330171112	1.310871112	2.783671112	2.098571112	1.357671112	1.407971112	2.193371112	1.670371112	2.025471112
LOR	-0.206956192	-0.687956192	8.688343808	-0.687956192	-0.687956192	-0.687956192	-0.687956192	-0.687956192	-0.687956192	3.210743808	0.379643808	-0.687956192	0.194843808	0.862743808	-0.025156192	3.394043808	-0.203856192	-0.687956192	-0.687956192
KIAA1524	-0.834061483	-1.958861483	-0.568361483	-2.664561483	1.170338517	-1.755761483	-1.758761483	-0.902761483	-1.386361483	-0.210761483	0.613138517	-1.030161483	-1.504161483	-1.165061483	-1.297061483	-0.344061483	-0.197361483	-1.605961483	-1.042861483
KIAA1522	-2.202878236	1.537121764	1.855021764	1.907921764	-1.826778236	-1.779778236	1.532921764	-2.475578236	1.297921764	0.776121764	0.271121764	-0.961878236	1.205321764	0.569421764	-0.225478236	0.893221764	1.266521764	-1.637078236	1.455621764
GCNT4	2.379138853	2.574838853	1.541738853	3.887538853	2.829438853	3.099638853	2.814838853	2.875938853	4.621038853	2.735638853	2.935838853	2.539838853	1.767638853	1.843638853	2.038238853	-2.288861147	2.989538853	2.066938853	3.828538853
LOC440957	0.017246274	1.007046274	0.633546274	0.719546274	-0.194553726	-0.064453726	0.298446274	-0.283653726	-0.345253726	0.019446274	0.460746274	0.156246274	1.345046274	0.383946274	0.469046274	1.904546274	0.515146274	0.123646274	0.455546274
ZNF165	-3.186418314	0.921381686	0.469481686	0.952281686	-2.178018314	-1.779518314	3.360581686	-3.227818314	0.249881686	1.085181686	0.293181686	-1.839618314	3.762381686	-0.388018314	-0.503918314	-0.388618314	1.963781686	-1.257018314	1.816681686
LPCAT4	-0.634503909	3.217096091	1.673596091	1.888496091	-0.647203909	-0.556703909	1.780796091	-0.798103909	1.229896091	1.155796091	0.670696091	0.439696091	1.725696091	0.716096091	1.082996091	0.695196091	1.983596091	-0.110503909	1.153596091
LPCAT3	-0.654536379	0.455963621	0.777763621	0.522263621	-0.846536379	-0.905736379	0.549063621	-0.981636379	0.342563621	-0.504036379	-0.008436379	-0.242936379	1.134263621	0.188663621	-0.577336379	0.383463621	0.560363621	-1.409036379	0.377963621
SPNS1	-1.141906032	-0.264006032	-0.496606032	-0.638906032	-0.667506032	-0.895706032	-0.764306032	-0.838906032	-0.740306032	-0.738106032	-0.233606032	-0.728906032	0.203493968	-0.156506032	-0.451806032	0.539993968	0.306193968	-0.914206032	-0.378406032
KRT20	-0.163590683	6.136009317	5.056609317	4.678609317	-0.787090683	-2.078190683	8.498609317	-2.078190683	9.379309317	6.193209317	9.290509317	5.618609317	10.58540932	6.479409317	1.290509317	8.180109317	10.14080932	-1.164890683	8.260709317
PIGF	-2.27991215	0.53938785	-0.57761215	0.66218785	-2.00741215	-1.91421215	0.30488785	-2.38511215	0.26178785	-0.05141215	-0.24991215	-1.11511215	0.91138785	-0.05511215	-1.20661215	0.86798785	1.20398785	-1.79861215	0.04118785
TBC1D3	-0.412424737	1.771475263	0.477375263	1.255375263	-0.785524737	-0.410124737	1.666375263	-0.768024737	1.135075263	1.066775263	-0.446124737	-0.717524737	0.520175263	0.737475263	0.647275263	0.028275263	0.406475263	-0.502224737	1.113775263
PIGL	-0.831380468	-0.567280468	-0.048180468	0.410619532	-1.945180468	-1.448880468	1.117719532	-1.403880468	-0.236080468	-1.086380468	-0.897580468	-1.071580468	-0.371380468	-0.432580468	-0.639780468	-0.267680468	-1.113780468	-1.946780468	0.192519532
PIGU	-1.430884385	-0.307084385	0.107015615	0.146115615	-0.633584385	-0.992884385	-0.453784385	-0.871984385	-0.314184385	-0.422384385	-0.112784385	-0.519284385	0.141915615	-0.517384385	-0.797584385	0.497915615	0.933515615	-0.831584385	-0.239484385
PIGW	-0.86102192	-0.01802192	0.39937808	-0.43102192	-0.94042192	-1.89052192	-0.35312192	-1.53892192	-0.64402192	0.37077808	0.36207808	-1.58052192	-0.72522192	0.14327808	-1.41052192	-0.28282192	0.52097808	-1.26832192	-0.26762192
PIGZ	-0.005291877	0.734108123	-0.156991877	2.184908123	0.475508123	-0.070791877	1.218508123	-0.264591877	1.157908123	-1.563291877	-0.930491877	0.689308123	1.302708123	0.956708123	0.341608123	1.018308123	0.496708123	0.561508123	0.999908123
NDFIP2	-1.10211254	1.32738746	0.80058746	1.06028746	-1.45251254	-1.62371254	2.16088746	-1.54011254	0.89558746	1.04738746	0.27148746	-0.59101254	1.37418746	0.49418746	-0.54761254	-0.93761254	1.47188746	-1.73001254	1.89758746
RHPN1	-3.729429996	-0.181429996	-0.891029996	0.424870004	-3.640029996	-4.856829996	-1.661529996	-4.292529996	-0.081129996	-1.934229996	-2.078329996	-2.719629996	-1.167129996	-0.851429996	-1.445129996	1.464970004	-1.482829996	-4.822329996	-1.156029996
MGST2	-0.391091229	1.385308771	2.218108771	1.592908771	-0.301991229	-0.270791229	1.135808771	-0.429191229	1.019608771	1.660608771	0.552308771	0.291808771	2.235708771	0.704008771	0.576108771	0.353508771	1.537108771	-0.721291229	1.114608771
RAET1L	-1.791446399	0.465953601	6.822153601	-1.791446399	-1.791446399	-1.791446399	-0.657446399	-0.884646399	-1.376546399	6.578253601	-0.388846399	-1.791446399	-0.908646399	-1.791446399	-1.791446399	-1.791446399	-1.307346399	-1.791446399	0.276753601
EBP	-2.206752556	-0.348852556	1.109547444	-0.443952556	-1.576452556	-2.140052556	-1.217852556	-2.292752556	-1.115952556	0.996947444	-0.254052556	-1.259852556	0.404847444	-0.913752556	-1.235352556	1.231147444	-0.486352556	-1.850652556	-0.664752556
MYO5B	-7.079830066	1.691669934	1.082569934	1.372069934	-4.704530066	-5.333030066	0.823769934	-5.976730066	1.210869934	1.736669934	-0.409730066	-1.619330066	0.921369934	-1.008630066	-0.675230066	-1.456030066	1.501269934	-5.964030066	0.466569934
PLVAP	0.880400445	0.359800445	-0.184099555	-0.603899555	0.183800445	0.733300445	0.272900445	0.261100445	-0.031999555	0.643500445	1.743400445	1.919700445	0.692600445	2.308100445	0.807200445	1.750300445	1.269300445	0.166500445	0.958800445
SLC39A11	-2.645238361	0.351761639	0.442661639	0.528761639	-2.367038361	-2.700238361	-0.877138361	-2.967238361	-0.009438361	0.144561639	-0.556338361	-1.355638361	0.077361639	-0.491838361	-1.018838361	-0.246438361	1.529861639	-2.364338361	-1.013738361
EIF1AY	-4.231967437	-4.231967437	-4.231967437	-4.231967437	5.495232563	5.600832563	4.471132563	5.482332563	4.519132563	-4.231967437	4.101832563	4.806132563	5.870432563	-4.231967437	-4.231967437	-4.231967437	-4.231967437	5.562332563	4.740732563
ARHGAP23	1.271802185	3.137002185	2.166002185	3.134702185	0.502202185	0.639902185	2.794202185	1.341602185	2.701602185	2.241702185	2.154502185	1.393802185	3.254002185	2.283802185	1.697602185	1.316102185	3.177502185	0.896302185	2.737102185
ARHGAP27	-2.48083343	1.93526657	2.10896657	1.69646657	-2.90453343	-2.04443343	1.74986657	-2.12383343	1.10436657	2.65146657	0.23866657	-0.56303343	0.96206657	0.96616657	0.46286657	0.58306657	1.37096657	-2.99983343	1.28276657
